employee_id,business_unit_id,name,role_level,hire_date,termination_date,manager_id,location
EMP-0763,BU-02,Harper Nelson,L1,2020-07-08,2025-03-28,MGR-BU-02-12,New York
EMP-0764,BU-02,Emerson Nelson,L2,2019-06-17,2024-04-17,MGR-BU-02-16,Frankfurt
EMP-0765,BU-02,Finley Nelson,L2,2022-08-01,,MGR-BU-02-14,Amsterdam
EMP-0766,BU-02,Rowan Nelson,L4,2023-04-16,,MGR-BU-02-10,Amsterdam
EMP-0767,BU-02,Sasha Nelson,L5,2020-04-06,,MGR-BU-02-15,Dublin
EMP-0768,BU-02,Dakota Nelson,L3,2019-06-10,,MGR-BU-02-06,Frankfurt
EMP-0769,BU-02,Jamie Nelson,L2,2022-06-21,2024-04-08,MGR-BU-02-20,Toronto
EMP-0770,BU-02,Kendall Nelson,L1,2022-03-06,2024-11-28,MGR-BU-02-17,Chicago
EMP-0771,BU-02,Lee Nelson,L2,2022-10-01,2023-02-25,MGR-BU-02-01,Singapore
EMP-0772,BU-02,Micah Nelson,L3,2022-11-19,2024-09-19,MGR-BU-02-08,Toronto
EMP-0773,BU-02,Noel Nelson,L3,2023-06-08,2025-02-28,MGR-BU-02-07,Sydney
EMP-0774,BU-02,Parker Nelson,L1,2019-05-23,2025-02-14,MGR-BU-02-16,Dublin
EMP-0775,BU-02,Robin Nelson,L3,2022-07-26,2024-03-12,MGR-BU-02-01,Dublin
EMP-0776,BU-02,Sam Nelson,L1,2020-02-22,2024-10-27,MGR-BU-02-16,Amsterdam
EMP-0777,BU-02,Tatum Nelson,L1,2023-03-13,2023-10-20,MGR-BU-02-16,New York
EMP-0778,BU-02,Uma Nelson,L3,2020-09-24,2024-09-18,MGR-BU-02-15,Amsterdam
EMP-0779,BU-02,Val Nelson,L5,2022-02-20,2024-06-16,MGR-BU-02-07,Singapore
EMP-0780,BU-02,Wren Nelson,L1,2021-08-16,,MGR-BU-02-19,Singapore
EMP-0781,BU-02,Xander Nelson,L5,2023-01-12,2023-11-17,MGR-BU-02-04,Chicago
EMP-0782,BU-02,Yael Nelson,L3,2023-08-19,2024-07-08,MGR-BU-02-05,New York
EMP-0783,BU-02,Zara Nelson,L5,2022-05-16,,MGR-BU-02-06,Chicago
EMP-0784,BU-02,Ash Nelson,L1,2020-05-29,,MGR-BU-02-11,Frankfurt
EMP-0785,BU-02,Bay Nelson,L1,2022-12-10,2024-10-02,MGR-BU-02-19,Sydney
EMP-0786,BU-02,Cedar Nelson,L3,2021-05-09,2024-04-13,MGR-BU-02-06,Dublin
EMP-0787,BU-02,Devon Nelson,L5,2022-08-02,2024-06-07,MGR-BU-02-15,Sydney
EMP-0788,BU-02,Alex Nelson,L4,2022-08-17,2023-04-29,MGR-BU-02-20,New York
EMP-0789,BU-02,Jordan Nelson,L3,2021-02-05,2024-04-19,MGR-BU-02-19,Singapore
EMP-0790,BU-02,Morgan Nelson,L2,2019-08-27,2024-07-17,MGR-BU-02-02,Dublin
EMP-0791,BU-02,Taylor Nelson,L1,2023-05-20,2025-03-04,MGR-BU-02-03,Chicago
EMP-0792,BU-02,Casey Nelson,L1,2019-09-13,2024-09-06,MGR-BU-02-12,Dublin
EMP-0793,BU-02,Riley Nelson,L2,2022-09-06,2023-05-01,MGR-BU-02-10,Chicago
EMP-0794,BU-02,Avery Nelson,L5,2023-06-02,2023-11-14,MGR-BU-02-12,Frankfurt
EMP-0795,BU-02,Quinn Nelson,L3,2020-06-23,2025-03-05,MGR-BU-02-16,Sydney
EMP-0796,BU-02,Skylar Nelson,L4,2020-10-29,2024-11-13,MGR-BU-02-06,Toronto
EMP-0797,BU-02,Peyton Nelson,L3,2021-03-24,2024-04-12,MGR-BU-02-06,Toronto
EMP-0798,BU-02,Drew Nelson,L3,2021-09-12,2024-08-09,MGR-BU-02-04,Frankfurt
EMP-0799,BU-02,Reese Nelson,L5,2019-04-18,,MGR-BU-02-16,New York
EMP-0800,BU-02,Blake Nelson,L3,2022-01-31,2025-03-16,MGR-BU-02-17,Toronto
EMP-0801,BU-02,Cameron Carter,L1,2020-03-12,,MGR-BU-02-07,Frankfurt
EMP-0802,BU-02,Logan Carter,L1,2022-07-23,2023-04-03,MGR-BU-02-01,Tokyo
EMP-0803,BU-02,Harper Carter,L3,2019-08-27,2025-02-04,MGR-BU-02-14,Singapore
EMP-0804,BU-02,Emerson Carter,L2,2020-06-18,2024-12-27,MGR-BU-02-07,Dublin
EMP-0805,BU-02,Finley Carter,L2,2019-01-03,2025-03-26,MGR-BU-02-16,Singapore
EMP-0806,BU-02,Rowan Carter,L1,2022-06-27,2025-02-21,MGR-BU-02-02,Chicago
EMP-0807,BU-02,Sasha Carter,L1,2021-02-21,,MGR-BU-02-01,Tokyo
EMP-0808,BU-02,Dakota Carter,L3,2021-12-15,2024-07-08,MGR-BU-02-04,New York
EMP-0809,BU-02,Jamie Carter,L2,2020-11-11,2024-05-09,MGR-BU-02-18,Sydney
EMP-0810,BU-02,Kendall Carter,L1,2023-03-29,,MGR-BU-02-10,Amsterdam
EMP-0811,BU-02,Lee Carter,L3,2022-07-15,2024-08-28,MGR-BU-02-04,London
EMP-0812,BU-02,Micah Carter,L1,2022-11-22,,MGR-BU-02-20,Chicago
EMP-0813,BU-02,Noel Carter,L4,2021-10-19,,MGR-BU-02-19,Singapore
EMP-0814,BU-02,Parker Carter,L4,2023-09-05,,MGR-BU-02-06,Chicago
EMP-0815,BU-02,Robin Carter,L2,2022-07-29,2024-07-09,MGR-BU-02-01,Toronto
EMP-0816,BU-02,Sam Carter,L3,2022-10-21,2024-04-05,MGR-BU-02-19,Sydney
EMP-0817,BU-02,Tatum Carter,L3,2021-12-30,2024-10-30,MGR-BU-02-05,Toronto
EMP-0818,BU-02,Uma Carter,L4,2020-11-11,2024-12-03,MGR-BU-02-02,Toronto
EMP-0819,BU-02,Val Carter,L2,2022-09-10,2024-10-28,MGR-BU-02-16,Frankfurt
EMP-0820,BU-02,Wren Carter,L4,2019-05-10,2024-05-15,MGR-BU-02-15,New York
EMP-0821,BU-02,Xander Carter,L4,2020-08-29,2024-08-19,MGR-BU-02-01,Sydney
EMP-0822,BU-02,Yael Carter,L3,2020-03-13,2024-06-15,MGR-BU-02-07,New York
EMP-0823,BU-02,Zara Carter,L1,2023-09-07,2024-05-07,MGR-BU-02-02,Tokyo
EMP-0824,BU-02,Ash Carter,L2,2019-05-27,,MGR-BU-02-15,Toronto
EMP-0825,BU-02,Bay Carter,L3,2019-01-21,2024-10-29,MGR-BU-02-11,Sydney
EMP-0826,BU-02,Cedar Carter,L2,2021-04-13,2024-07-15,MGR-BU-02-03,Sydney
EMP-0827,BU-02,Devon Carter,L4,2019-03-15,2025-01-11,MGR-BU-02-06,Frankfurt
EMP-0828,BU-02,Alex Carter,L4,2022-03-06,2024-08-31,MGR-BU-02-07,London
EMP-0829,BU-02,Jordan Carter,L2,2019-09-20,2025-01-26,MGR-BU-02-15,Amsterdam
EMP-0830,BU-02,Morgan Carter,L2,2019-12-05,2025-01-13,MGR-BU-02-02,London
EMP-0831,BU-02,Taylor Carter,L2,2019-09-29,2025-02-17,MGR-BU-02-05,Chicago
EMP-0832,BU-02,Casey Carter,L2,2020-09-20,,MGR-BU-02-11,Toronto
EMP-0833,BU-02,Riley Carter,L1,2020-07-05,,MGR-BU-02-07,Frankfurt
EMP-0834,BU-02,Avery Carter,L1,2019-07-09,2025-03-29,MGR-BU-02-03,Frankfurt
EMP-0835,BU-02,Quinn Carter,L4,2020-08-13,2024-10-31,MGR-BU-02-10,Sydney
EMP-0836,BU-02,Skylar Carter,L2,2019-11-03,2024-04-15,MGR-BU-02-07,Chicago
EMP-0837,BU-02,Peyton Carter,L4,2023-08-18,,MGR-BU-02-19,Chicago
EMP-0838,BU-02,Drew Carter,L2,2021-07-30,2024-10-21,MGR-BU-02-10,Amsterdam
EMP-0839,BU-02,Reese Carter,L4,2022-11-03,2024-04-22,MGR-BU-02-18,Chicago
EMP-0840,BU-02,Blake Carter,L2,2023-08-21,2024-09-14,MGR-BU-02-06,Frankfurt
EMP-0841,BU-02,Cameron Mitchell,L3,2021-05-25,2024-05-15,MGR-BU-02-15,Tokyo
EMP-0842,BU-02,Logan Mitchell,L5,2022-05-02,2024-06-25,MGR-BU-02-13,New York
EMP-0843,BU-02,Harper Mitchell,L2,2022-02-17,2024-05-15,MGR-BU-02-10,Frankfurt
EMP-0844,BU-02,Emerson Mitchell,L3,2021-09-10,2024-05-31,MGR-BU-02-11,Frankfurt
EMP-0845,BU-02,Finley Mitchell,L4,2023-01-12,2024-05-28,MGR-BU-02-04,Dublin
EMP-0846,BU-02,Rowan Mitchell,L3,2023-05-18,2024-07-23,MGR-BU-02-13,Chicago
EMP-0847,BU-02,Sasha Mitchell,L4,2020-10-13,2025-01-31,MGR-BU-02-15,Sydney
EMP-0848,BU-02,Dakota Mitchell,L2,2022-01-16,2024-11-14,MGR-BU-02-09,New York
EMP-0849,BU-02,Jamie Mitchell,L1,2021-11-22,2024-02-07,MGR-BU-02-09,Chicago
EMP-0850,BU-02,Kendall Mitchell,L2,2021-09-28,,MGR-BU-02-07,New York
EMP-0851,BU-02,Lee Mitchell,L4,2022-07-26,,MGR-BU-02-06,New York
EMP-0852,BU-02,Micah Mitchell,L4,2021-01-04,,MGR-BU-02-11,Sydney
EMP-0853,BU-02,Noel Mitchell,L4,2021-06-29,2023-03-27,MGR-BU-02-10,New York
EMP-0854,BU-02,Parker Mitchell,L1,2019-02-11,2024-02-21,MGR-BU-02-19,Sydney
EMP-0855,BU-02,Robin Mitchell,L2,2022-09-18,,MGR-BU-02-16,Singapore
EMP-0856,BU-02,Sam Mitchell,L1,2023-02-12,2024-11-04,MGR-BU-02-08,Amsterdam
EMP-0857,BU-02,Tatum Mitchell,L1,2023-09-19,,MGR-BU-02-08,New York
EMP-0858,BU-02,Uma Mitchell,L3,2020-11-08,2024-08-12,MGR-BU-02-16,Frankfurt
EMP-0859,BU-02,Val Mitchell,L1,2020-06-20,2024-05-11,MGR-BU-02-09,Singapore
EMP-0860,BU-02,Wren Mitchell,L5,2023-08-15,,MGR-BU-02-16,Frankfurt
EMP-0861,BU-02,Xander Mitchell,L1,2021-09-03,,MGR-BU-02-08,Amsterdam
EMP-0862,BU-02,Yael Mitchell,L2,2021-11-23,2023-09-10,MGR-BU-02-18,Singapore
EMP-0863,BU-02,Zara Mitchell,L3,2023-07-19,2025-03-19,MGR-BU-02-12,Tokyo
EMP-0864,BU-02,Ash Mitchell,L2,2020-07-14,2025-03-16,MGR-BU-02-17,Toronto
EMP-0865,BU-02,Bay Mitchell,L2,2022-04-01,2023-12-14,MGR-BU-02-10,Dublin
EMP-0866,BU-02,Cedar Mitchell,L2,2021-11-23,2024-07-07,MGR-BU-02-02,Sydney
EMP-0867,BU-02,Devon Mitchell,L5,2022-01-17,2023-02-08,MGR-BU-02-02,Sydney
EMP-0868,BU-02,Alex Mitchell,L2,2022-07-17,2023-06-18,MGR-BU-02-02,Sydney
EMP-0869,BU-02,Jordan Mitchell,L3,2022-01-26,2024-01-28,MGR-BU-02-06,Chicago
EMP-0870,BU-02,Morgan Mitchell,L3,2021-12-06,2024-04-25,MGR-BU-02-06,New York
EMP-0871,BU-02,Taylor Mitchell,L3,2020-08-22,2024-10-28,MGR-BU-02-02,Frankfurt
EMP-0872,BU-02,Casey Mitchell,L4,2021-11-05,2023-05-09,MGR-BU-02-05,Dublin
EMP-0873,BU-02,Riley Mitchell,L2,2022-02-04,,MGR-BU-02-08,New York
EMP-0874,BU-02,Avery Mitchell,L3,2020-08-11,2024-12-17,MGR-BU-02-12,London
EMP-0875,BU-02,Quinn Mitchell,L4,2021-02-12,,MGR-BU-02-20,London
EMP-0876,BU-02,Skylar Mitchell,L1,2023-03-18,,MGR-BU-02-12,Frankfurt
EMP-0877,BU-02,Peyton Mitchell,L2,2022-03-31,2024-08-27,MGR-BU-02-14,Dublin
EMP-0878,BU-02,Drew Mitchell,L4,2023-08-28,2024-08-17,MGR-BU-02-18,Amsterdam
EMP-0879,BU-02,Reese Mitchell,L2,2023-05-04,2024-10-09,MGR-BU-02-20,Dublin
EMP-0880,BU-02,Blake Mitchell,L2,2020-02-22,2025-01-12,MGR-BU-02-04,New York
EMP-0881,BU-02,Cameron Roberts,L1,2022-02-24,,MGR-BU-02-15,Sydney
EMP-0882,BU-02,Logan Roberts,L3,2023-01-02,2023-08-03,MGR-BU-02-12,London
EMP-0883,BU-02,Harper Roberts,L5,2023-03-03,2024-05-15,MGR-BU-02-08,Toronto
EMP-0884,BU-02,Emerson Roberts,L2,2021-02-18,2023-01-08,MGR-BU-02-10,New York
EMP-0885,BU-02,Finley Roberts,L3,2021-01-10,2025-01-05,MGR-BU-02-15,New York
EMP-0886,BU-02,Rowan Roberts,L3,2021-08-04,2023-05-07,MGR-BU-02-02,Amsterdam
EMP-0887,BU-02,Sasha Roberts,L3,2021-05-30,2024-12-30,MGR-BU-02-03,Singapore
EMP-0888,BU-02,Dakota Roberts,L2,2019-02-17,2025-01-14,MGR-BU-02-19,London
EMP-0889,BU-02,Jamie Roberts,L3,2023-06-28,2024-07-05,MGR-BU-02-07,Tokyo
EMP-0890,BU-02,Kendall Roberts,L3,2019-07-02,2025-02-19,MGR-BU-02-11,Tokyo
EMP-0891,BU-02,Lee Roberts,L2,2020-04-27,2024-05-05,MGR-BU-02-06,Toronto
EMP-0892,BU-02,Micah Roberts,L2,2020-01-07,,MGR-BU-02-02,New York
EMP-0893,BU-02,Noel Roberts,L2,2021-10-09,,MGR-BU-02-08,Tokyo
EMP-0894,BU-02,Parker Roberts,L2,2019-01-10,2024-08-05,MGR-BU-02-12,Amsterdam
EMP-0895,BU-02,Robin Roberts,L1,2022-07-26,2023-07-11,MGR-BU-02-01,Chicago
EMP-0896,BU-02,Sam Roberts,L2,2022-08-25,2025-01-15,MGR-BU-02-12,Singapore
EMP-0897,BU-02,Tatum Roberts,L2,2023-03-23,2024-06-20,MGR-BU-02-17,Tokyo
EMP-0898,BU-02,Uma Roberts,L2,2023-05-09,2024-08-13,MGR-BU-02-10,Sydney
EMP-0899,BU-02,Val Roberts,L3,2022-01-26,2024-07-20,MGR-BU-02-14,New York
EMP-0900,BU-02,Wren Roberts,L3,2020-09-03,2024-09-22,MGR-BU-02-11,Toronto
EMP-0901,BU-02,Xander Roberts,L2,2021-01-22,2024-08-16,MGR-BU-02-03,Chicago
EMP-0902,BU-02,Yael Roberts,L3,2022-09-06,2024-05-22,MGR-BU-02-19,New York
EMP-0903,BU-02,Zara Roberts,L3,2022-03-13,2025-02-22,MGR-BU-02-20,London
EMP-0904,BU-02,Ash Roberts,L3,2023-06-16,2025-03-19,MGR-BU-02-10,Chicago
EMP-0905,BU-02,Bay Roberts,L5,2019-12-12,2024-05-05,MGR-BU-02-15,Tokyo
EMP-0906,BU-02,Cedar Roberts,L2,2021-09-25,2025-02-17,MGR-BU-02-16,Toronto
EMP-0907,BU-02,Devon Roberts,L3,2020-10-09,2024-09-08,MGR-BU-02-10,Chicago
EMP-0908,BU-02,Alex Roberts,L2,2023-06-15,2025-03-22,MGR-BU-02-05,London
EMP-0909,BU-02,Jordan Roberts,L5,2023-04-09,,MGR-BU-02-03,Sydney
EMP-0910,BU-02,Morgan Roberts,L3,2023-09-09,,MGR-BU-02-11,Tokyo
EMP-0911,BU-02,Taylor Roberts,L3,2022-09-13,2023-07-30,MGR-BU-02-15,Toronto
EMP-0912,BU-02,Casey Roberts,L2,2022-05-11,2023-02-27,MGR-BU-02-13,Dublin
EMP-0913,BU-02,Riley Roberts,L4,2020-03-19,2024-07-07,MGR-BU-02-17,Tokyo
EMP-0914,BU-02,Avery Roberts,L3,2021-12-30,2024-02-24,MGR-BU-02-05,Toronto
EMP-0915,BU-02,Quinn Roberts,L3,2020-08-03,2024-10-26,MGR-BU-02-02,Amsterdam
EMP-0916,BU-02,Skylar Roberts,L2,2019-07-20,2025-01-21,MGR-BU-02-01,Toronto
EMP-0917,BU-02,Peyton Roberts,L3,2023-02-24,2023-11-20,MGR-BU-02-13,Amsterdam
EMP-0918,BU-02,Drew Roberts,L2,2019-12-31,2024-05-30,MGR-BU-02-10,Sydney
EMP-0919,BU-02,Reese Roberts,L1,2022-03-03,2024-10-18,MGR-BU-02-07,Singapore
EMP-0920,BU-02,Blake Roberts,L2,2019-06-04,2024-10-05,MGR-BU-02-01,Tokyo
EMP-0921,BU-02,Cameron Turner,L3,2022-08-17,2023-04-18,MGR-BU-02-20,Sydney
EMP-0922,BU-02,Logan Turner,L3,2022-03-31,2023-09-17,MGR-BU-02-01,Amsterdam
EMP-0923,BU-02,Harper Turner,L3,2022-02-15,2023-12-16,MGR-BU-02-13,New York
EMP-0924,BU-02,Emerson Turner,L3,2022-06-21,2025-02-13,MGR-BU-02-19,Frankfurt
EMP-0925,BU-02,Finley Turner,L3,2021-02-24,2024-10-02,MGR-BU-02-20,Chicago
EMP-0926,BU-02,Rowan Turner,L3,2020-01-30,2025-01-07,MGR-BU-02-19,Amsterdam
EMP-0927,BU-02,Sasha Turner,L4,2020-05-10,2025-03-22,MGR-BU-02-20,Sydney
EMP-0928,BU-02,Dakota Turner,L1,2020-05-19,,MGR-BU-02-20,Dublin
EMP-0929,BU-02,Jamie Turner,L2,2021-09-20,2024-11-17,MGR-BU-02-15,Singapore
EMP-0930,BU-02,Kendall Turner,L2,2019-02-25,2024-07-14,MGR-BU-02-12,Singapore
EMP-0931,BU-02,Lee Turner,L1,2022-05-16,2025-02-25,MGR-BU-02-08,Amsterdam
EMP-0932,BU-02,Micah Turner,L1,2021-09-05,2024-10-27,MGR-BU-02-08,Tokyo
EMP-0933,BU-02,Noel Turner,L1,2022-09-04,2024-10-23,MGR-BU-02-11,Sydney
EMP-0934,BU-02,Parker Turner,L4,2019-11-28,2024-11-04,MGR-BU-02-12,Dublin
EMP-0935,BU-02,Robin Turner,L5,2020-05-30,2024-08-10,MGR-BU-02-05,Singapore
EMP-0936,BU-02,Sam Turner,L4,2019-11-07,2024-10-22,MGR-BU-02-01,Dublin
EMP-0937,BU-02,Tatum Turner,L3,2020-02-28,2024-06-11,MGR-BU-02-16,Toronto
EMP-0938,BU-02,Uma Turner,L5,2019-02-26,,MGR-BU-02-12,Singapore
EMP-0939,BU-02,Val Turner,L2,2020-02-12,2024-08-20,MGR-BU-02-20,Toronto
EMP-0940,BU-02,Wren Turner,L1,2020-11-30,2024-06-09,MGR-BU-02-02,New York
EMP-0941,BU-02,Xander Turner,L1,2023-06-25,2024-10-25,MGR-BU-02-02,Singapore
EMP-0942,BU-02,Yael Turner,L3,2019-06-13,2025-01-03,MGR-BU-02-16,Amsterdam
EMP-0943,BU-02,Zara Turner,L3,2019-10-10,2024-05-26,MGR-BU-02-11,Chicago
EMP-0944,BU-02,Ash Turner,L3,2019-08-27,2025-02-18,MGR-BU-02-08,Amsterdam
EMP-0945,BU-02,Bay Turner,L3,2019-06-22,2024-05-03,MGR-BU-02-04,Sydney
EMP-0946,BU-02,Cedar Turner,L2,2019-07-12,2024-04-02,MGR-BU-02-17,Dublin
EMP-0947,BU-02,Devon Turner,L1,2023-07-09,2023-11-10,MGR-BU-02-12,Sydney
EMP-0948,BU-02,Alex Turner,L5,2023-05-29,2024-10-13,MGR-BU-02-12,New York
EMP-0949,BU-02,Jordan Turner,L2,2020-05-06,2024-08-23,MGR-BU-02-17,Tokyo
EMP-0950,BU-02,Morgan Turner,L1,2021-05-04,,MGR-BU-02-08,Sydney
EMP-0951,BU-02,Taylor Turner,L5,2023-08-04,2024-04-10,MGR-BU-02-12,Sydney
EMP-0952,BU-02,Casey Turner,L2,2019-12-03,2025-03-23,MGR-BU-02-07,Sydney
EMP-0953,BU-02,Riley Turner,L3,2023-04-05,2023-11-17,MGR-BU-02-11,New York
EMP-0954,BU-02,Avery Turner,L4,2022-04-27,2023-09-24,MGR-BU-02-13,Dublin
EMP-0955,BU-02,Quinn Turner,L2,2020-11-22,2024-04-01,MGR-BU-02-05,Frankfurt
EMP-0956,BU-02,Skylar Turner,L3,2021-03-25,2024-05-16,MGR-BU-02-04,London
EMP-0957,BU-02,Peyton Turner,L4,2019-12-05,2024-05-08,MGR-BU-02-15,Singapore
EMP-0958,BU-02,Drew Turner,L1,2023-03-21,2025-03-04,MGR-BU-02-14,Frankfurt
EMP-0959,BU-02,Reese Turner,L5,2021-08-02,2024-05-02,MGR-BU-02-05,Tokyo
EMP-0960,BU-02,Blake Turner,L2,2023-01-09,2025-03-17,MGR-BU-02-08,Frankfurt
EMP-0961,BU-02,Cameron Hall,L5,2021-06-14,2024-10-03,MGR-BU-02-06,Chicago
EMP-0962,BU-02,Logan Hall,L2,2021-03-23,2024-06-20,MGR-BU-02-08,New York
EMP-0963,BU-02,Harper Hall,L4,2023-06-24,2023-11-08,MGR-BU-02-08,Dublin
EMP-0964,BU-02,Emerson Hall,L2,2019-04-09,2024-05-22,MGR-BU-02-12,Frankfurt
EMP-0965,BU-02,Finley Hall,L2,2019-08-21,2024-06-02,MGR-BU-02-01,London
EMP-0966,BU-02,Rowan Hall,L4,2021-12-07,2024-04-23,MGR-BU-02-08,Dublin
EMP-0967,BU-02,Sasha Hall,L2,2021-04-11,2024-12-18,MGR-BU-02-19,New York
EMP-0968,BU-02,Dakota Hall,L2,2023-04-26,2024-12-14,MGR-BU-02-14,Toronto
EMP-0969,BU-02,Jamie Hall,L4,2021-11-11,2024-07-20,MGR-BU-02-11,Chicago
EMP-0970,BU-02,Kendall Hall,L5,2019-11-20,2024-09-16,MGR-BU-02-05,Chicago
EMP-0971,BU-02,Lee Hall,L5,2023-03-17,,MGR-BU-02-16,Dublin
EMP-0972,BU-02,Micah Hall,L4,2022-07-21,,MGR-BU-02-17,Dublin
EMP-0973,BU-02,Noel Hall,L4,2019-04-19,2024-06-15,MGR-BU-02-13,London
EMP-0974,BU-02,Parker Hall,L1,2022-09-29,2024-12-28,MGR-BU-02-06,Tokyo
EMP-0975,BU-02,Robin Hall,L3,2021-12-01,2024-07-29,MGR-BU-02-10,Sydney
EMP-0976,BU-02,Sam Hall,L3,2021-05-26,2025-01-30,MGR-BU-02-16,New York
EMP-0977,BU-02,Tatum Hall,L2,2020-10-27,2024-07-05,MGR-BU-02-10,New York
EMP-0978,BU-02,Uma Hall,L2,2020-01-14,2024-06-25,MGR-BU-02-01,Dublin
EMP-0979,BU-02,Val Hall,L3,2022-07-16,,MGR-BU-02-18,New York
EMP-0980,BU-02,Wren Hall,L1,2022-06-21,2025-01-16,MGR-BU-02-20,Toronto
EMP-0981,BU-02,Xander Hall,L2,2019-02-05,,MGR-BU-02-12,Frankfurt
EMP-0982,BU-02,Yael Hall,L3,2019-05-01,2024-05-24,MGR-BU-02-20,Amsterdam
EMP-0983,BU-02,Zara Hall,L4,2023-06-17,2024-12-04,MGR-BU-02-11,Sydney
EMP-0984,BU-02,Ash Hall,L3,2020-12-20,2025-02-21,MGR-BU-02-08,Dublin
EMP-0985,BU-02,Bay Hall,L2,2022-05-12,2024-06-23,MGR-BU-02-14,Toronto
EMP-0986,BU-02,Cedar Hall,L4,2022-05-15,2024-04-03,MGR-BU-02-20,Singapore
EMP-0987,BU-02,Devon Hall,L2,2019-02-15,2024-07-15,MGR-BU-02-20,Dublin
EMP-0988,BU-02,Alex Hall,L4,2021-07-29,,MGR-BU-02-09,Chicago
EMP-0989,BU-02,Jordan Hall,L3,2021-08-13,2025-03-21,MGR-BU-02-19,London
EMP-0990,BU-02,Morgan Hall,L2,2021-10-01,2025-03-25,MGR-BU-02-10,Toronto
EMP-0991,BU-02,Taylor Hall,L2,2022-12-09,2023-06-04,MGR-BU-02-06,Amsterdam
EMP-0992,BU-02,Casey Hall,L2,2023-01-05,2025-01-18,MGR-BU-02-07,Amsterdam
EMP-0993,BU-02,Riley Hall,L1,2020-02-13,2024-06-30,MGR-BU-02-16,Dublin
EMP-0994,BU-02,Avery Hall,L2,2020-04-25,2024-10-22,MGR-BU-02-07,Amsterdam
EMP-0995,BU-02,Quinn Hall,L3,2020-04-18,2024-08-07,MGR-BU-02-05,Sydney
EMP-0996,BU-02,Skylar Hall,L5,2023-05-16,,MGR-BU-02-15,Dublin
EMP-0997,BU-02,Peyton Hall,L3,2019-06-08,2024-10-28,MGR-BU-02-17,Chicago
EMP-0998,BU-02,Drew Hall,L1,2019-08-27,2025-02-06,MGR-BU-02-20,London
EMP-0999,BU-02,Reese Hall,L2,2019-01-17,2024-05-31,MGR-BU-02-12,London
EMP-1000,BU-02,Blake Hall,L5,2021-09-25,2024-10-25,MGR-BU-02-16,New York
EMP-0001,BU-03,Parker Harris,L3,2023-03-29,2023-12-21,MGR-BU-03-19,Singapore
EMP-0002,BU-03,Robin Harris,L3,2022-09-25,2024-09-13,MGR-BU-03-06,Sydney
EMP-0003,BU-03,Sam Harris,L3,2020-07-05,,MGR-BU-03-17,Tokyo
EMP-0004,BU-03,Tatum Harris,L4,2023-07-25,2024-09-23,MGR-BU-03-06,Chicago
EMP-0005,BU-03,Uma Harris,L4,2022-05-15,2024-06-11,MGR-BU-03-05,New York
EMP-0006,BU-03,Val Harris,L1,2021-09-09,2023-04-03,MGR-BU-03-13,Toronto
EMP-0007,BU-03,Wren Harris,L3,2019-06-30,2024-05-17,MGR-BU-03-10,Amsterdam
EMP-0008,BU-03,Xander Harris,L1,2021-07-20,,MGR-BU-03-19,London
EMP-0009,BU-03,Yael Harris,L3,2020-12-16,2024-03-06,MGR-BU-03-18,New York
EMP-0010,BU-03,Zara Harris,L2,2023-07-20,2025-03-27,MGR-BU-03-17,New York
EMP-0011,BU-03,Ash Harris,L1,2021-03-07,2024-09-15,MGR-BU-03-01,Toronto
EMP-0012,BU-03,Bay Harris,L5,2020-01-24,2024-04-18,MGR-BU-03-11,Tokyo
EMP-0013,BU-03,Cedar Harris,L1,2022-06-16,2024-05-17,MGR-BU-03-03,Chicago
EMP-0014,BU-03,Devon Harris,L1,2021-10-09,2023-04-05,MGR-BU-03-14,Chicago
EMP-0015,BU-03,Alex Harris,L2,2022-05-04,2025-01-14,MGR-BU-03-06,Amsterdam
EMP-0016,BU-03,Jordan Harris,L3,2021-07-08,,MGR-BU-03-14,Frankfurt
EMP-0017,BU-03,Morgan Harris,L1,2021-09-29,2025-02-26,MGR-BU-03-03,Tokyo
EMP-0018,BU-03,Taylor Harris,L3,2020-01-11,2024-08-18,MGR-BU-03-14,London
EMP-0019,BU-03,Casey Harris,L2,2020-02-12,2024-04-27,MGR-BU-03-20,Chicago
EMP-0020,BU-03,Riley Harris,L5,2020-06-02,2024-08-09,MGR-BU-03-13,Chicago
EMP-0021,BU-03,Avery Harris,L1,2021-05-18,2024-11-28,MGR-BU-03-20,Chicago
EMP-0022,BU-03,Quinn Harris,L3,2021-06-16,2023-05-17,MGR-BU-03-17,London
EMP-0023,BU-03,Skylar Harris,L1,2019-04-10,2024-08-10,MGR-BU-03-20,Toronto
EMP-0024,BU-03,Peyton Harris,L4,2021-10-21,,MGR-BU-03-19,Tokyo
EMP-0025,BU-03,Drew Harris,L4,2019-02-06,2025-01-11,MGR-BU-03-11,New York
EMP-0026,BU-03,Reese Harris,L2,2021-04-22,2023-03-08,MGR-BU-03-12,Toronto
EMP-0027,BU-03,Blake Harris,L4,2022-05-20,2023-04-27,MGR-BU-03-19,Sydney
EMP-0028,BU-03,Cameron Harris,L1,2019-09-27,2024-04-29,MGR-BU-03-06,London
EMP-0029,BU-03,Logan Harris,L1,2021-08-30,2024-12-20,MGR-BU-03-05,Toronto
EMP-0030,BU-03,Harper Harris,L3,2022-05-08,2025-01-15,MGR-BU-03-16,New York
EMP-0031,BU-03,Emerson Harris,L3,2022-12-11,2025-01-15,MGR-BU-03-02,Chicago
